Human gene name,Gene name
ANKRD24,Ankrd24
FCER1G,Fcer1g
PRAMEF20,Pramel40
PRAMEF10,Pramel40
PRAMEF12,Pramel40
PRAMEF26,Pramel40
PRAMEF18,Pramel40
PRAMEF14,Pramel40
PRAMEF9,Pramel40
PRAMEF1,Pramel40
PRAMEF4,Pramel40
PRAMEF33,Pramel40
PRAMEF17,Pramel40
PRAMEF15,Pramel40
PRAMEF25,Pramel40
PRAMEF6,Pramel40
PRAMEF13,Pramel40
PRAMEF2,Pramel40
PRAMEF27,Pramel40
PRAMEF5,Pramel40
PRAMEF11,Pramel40
PRAMEF8,Pramel40
PRAMEF19,Pramel40
PRAMEF7,Pramel40
LPAR1,Lpar1
PRAMEF20,AA792892
PRAMEF10,AA792892
PRAMEF12,AA792892
PRAMEF26,AA792892
PRAMEF18,AA792892
PRAMEF14,AA792892
PRAMEF9,AA792892
PRAMEF1,AA792892
PRAMEF4,AA792892
PRAMEF33,AA792892
PRAMEF17,AA792892
PRAMEF15,AA792892
PRAMEF25,AA792892
PRAMEF6,AA792892
PRAMEF13,AA792892
PRAMEF2,AA792892
PRAMEF27,AA792892
PRAMEF5,AA792892
PRAMEF11,AA792892
PRAMEF8,AA792892
PRAMEF19,AA792892
PRAMEF7,AA792892
NLRP4,Nlrp4b
,Gm23036
,Gm23036
,Gm23036
PRAMEF20,Pramel41
PRAMEF10,Pramel41
PRAMEF12,Pramel41
PRAMEF26,Pramel41
PRAMEF18,Pramel41
PRAMEF14,Pramel41
PRAMEF9,Pramel41
PRAMEF1,Pramel41
PRAMEF4,Pramel41
PRAMEF33,Pramel41
PRAMEF17,Pramel41
PRAMEF15,Pramel41
PRAMEF25,Pramel41
PRAMEF6,Pramel41
PRAMEF13,Pramel41
PRAMEF2,Pramel41
PRAMEF27,Pramel41
PRAMEF5,Pramel41
PRAMEF11,Pramel41
PRAMEF8,Pramel41
PRAMEF19,Pramel41
PRAMEF7,Pramel41
PRAMEF20,Pramel42
PRAMEF10,Pramel42
PRAMEF12,Pramel42
PRAMEF26,Pramel42
PRAMEF18,Pramel42
PRAMEF14,Pramel42
PRAMEF9,Pramel42
PRAMEF1,Pramel42
PRAMEF4,Pramel42
PRAMEF33,Pramel42
PRAMEF17,Pramel42
PRAMEF15,Pramel42
PRAMEF25,Pramel42
PRAMEF6,Pramel42
PRAMEF13,Pramel42
PRAMEF2,Pramel42
PRAMEF27,Pramel42
PRAMEF5,Pramel42
PRAMEF11,Pramel42
PRAMEF8,Pramel42
PRAMEF19,Pramel42
PRAMEF7,Pramel42
EMP3,Emp3
PRAMEF20,Pramel43
PRAMEF10,Pramel43
PRAMEF12,Pramel43
PRAMEF26,Pramel43
PRAMEF18,Pramel43
PRAMEF14,Pramel43
PRAMEF9,Pramel43
PRAMEF1,Pramel43
PRAMEF4,Pramel43
PRAMEF33,Pramel43
PRAMEF17,Pramel43
PRAMEF15,Pramel43
PRAMEF25,Pramel43
PRAMEF6,Pramel43
PRAMEF13,Pramel43
PRAMEF2,Pramel43
PRAMEF27,Pramel43
PRAMEF5,Pramel43
PRAMEF11,Pramel43
PRAMEF8,Pramel43
PRAMEF19,Pramel43
PRAMEF7,Pramel43
OTOF,Otof
CDH20,Cdh20
OR2K2,Olfr267
MAP3K7,Map3k7
SYT17,Syt17
NDUFS2,Ndufs2
C2orf16,4932415D10Rik
ZNF808,Gm4924
U2AF1L4,U2af1l4
HCFC2,Hcfc2
RNF152,Rnf152
NFYB,Nfyb
CALCR,Calcr
ADAMTS4,Adamts4
GRIA1,Gria1
TXNRD1,Txnrd1
PIGN,Pign
MIR489,Mir489
BACH2,Bach2
TFPI2,Tfpi2
GNGT1,Gngt1
U6,Gm25163
WDR48,Wdr48
GNG11,Gng11
RN7SKP234,7SK
GJA10,Gja10
CASP8AP2,Casp8ap2
CASD1,Casd1
DRG1,Drg1
ECPAS,Ecpas
TANC2,Tanc2
CAMSAP2,Camsap2
PRAMEF20,Pramel44
PRAMEF10,Pramel44
PRAMEF12,Pramel44
PRAMEF26,Pramel44
PRAMEF18,Pramel44
PRAMEF14,Pramel44
PRAMEF9,Pramel44
PRAMEF1,Pramel44
PRAMEF4,Pramel44
PRAMEF33,Pramel44
PRAMEF17,Pramel44
PRAMEF15,Pramel44
PRAMEF25,Pramel44
PRAMEF6,Pramel44
PRAMEF13,Pramel44
PRAMEF2,Pramel44
PRAMEF27,Pramel44
PRAMEF5,Pramel44
PRAMEF11,Pramel44
PRAMEF8,Pramel44
PRAMEF19,Pramel44
PRAMEF7,Pramel44
EID3,Eid3
CHST11,Chst11
PRAMEF20,Gm6205
PRAMEF10,Gm6205
PRAMEF12,Gm6205
PRAMEF26,Gm6205
PRAMEF18,Gm6205
PRAMEF14,Gm6205
PRAMEF9,Gm6205
PRAMEF1,Gm6205
PRAMEF4,Gm6205
PRAMEF33,Gm6205
PRAMEF17,Gm6205
PRAMEF15,Gm6205
PRAMEF25,Gm6205
PRAMEF6,Gm6205
PRAMEF13,Gm6205
PRAMEF2,Gm6205
PRAMEF27,Gm6205
PRAMEF5,Gm6205
PRAMEF11,Gm6205
PRAMEF8,Gm6205
PRAMEF19,Gm6205
PRAMEF7,Gm6205
SGCE,Sgce
SLC41A2,Slc41a2
PRAMEF20,Gm3183
PRAMEF10,Gm3183
PRAMEF12,Gm3183
PRAMEF26,Gm3183
PRAMEF18,Gm3183
PRAMEF14,Gm3183
PRAMEF9,Gm3183
PRAMEF1,Gm3183
PRAMEF4,Gm3183
PRAMEF33,Gm3183
PRAMEF17,Gm3183
PRAMEF15,Gm3183
PRAMEF25,Gm3183
PRAMEF6,Gm3183
PRAMEF13,Gm3183
PRAMEF2,Gm3183
PRAMEF27,Gm3183
PRAMEF5,Gm3183
PRAMEF11,Gm3183
PRAMEF8,Gm3183
PRAMEF19,Gm3183
PRAMEF7,Gm3183
NOPCHAP1,Nopchap1
PRAMEF20,Gm6367
PRAMEF10,Gm6367
PRAMEF12,Gm6367
PRAMEF26,Gm6367
PRAMEF18,Gm6367
PRAMEF14,Gm6367
PRAMEF9,Gm6367
PRAMEF1,Gm6367
PRAMEF4,Gm6367
PRAMEF33,Gm6367
PRAMEF17,Gm6367
PRAMEF15,Gm6367
PRAMEF25,Gm6367
PRAMEF6,Gm6367
PRAMEF13,Gm6367
PRAMEF2,Gm6367
PRAMEF27,Gm6367
PRAMEF5,Gm6367
PRAMEF11,Gm6367
PRAMEF8,Gm6367
PRAMEF19,Gm6367
PRAMEF7,Gm6367
ALDH1L2,Aldh1l2
ITPRIPL2,Itpripl2
FAM166C,Fam166c
GGNBP2,Ggnbp2
DDX59,Ddx59
U2AF1L4,Gm49396
PRAMEF20,Pramel45
PRAMEF10,Pramel45
PRAMEF12,Pramel45
PRAMEF26,Pramel45
PRAMEF18,Pramel45
PRAMEF14,Pramel45
PRAMEF9,Pramel45
PRAMEF1,Pramel45
PRAMEF4,Pramel45
PRAMEF33,Pramel45
PRAMEF17,Pramel45
PRAMEF15,Pramel45
PRAMEF25,Pramel45
PRAMEF6,Pramel45
PRAMEF13,Pramel45
PRAMEF2,Pramel45
PRAMEF27,Pramel45
PRAMEF5,Pramel45
PRAMEF11,Pramel45
PRAMEF8,Pramel45
PRAMEF19,Pramel45
PRAMEF7,Pramel45
PRAMEF20,Gm16513
PRAMEF10,Gm16513
PRAMEF12,Gm16513
PRAMEF26,Gm16513
PRAMEF18,Gm16513
PRAMEF14,Gm16513
PRAMEF9,Gm16513
PRAMEF1,Gm16513
PRAMEF4,Gm16513
PRAMEF33,Gm16513
PRAMEF17,Gm16513
PRAMEF15,Gm16513
PRAMEF25,Gm16513
PRAMEF6,Gm16513
PRAMEF13,Gm16513
PRAMEF2,Gm16513
PRAMEF27,Gm16513
PRAMEF5,Gm16513
PRAMEF11,Gm16513
PRAMEF8,Gm16513
PRAMEF19,Gm16513
PRAMEF7,Gm16513
CIB4,Cib4
KIF14,Kif14
RNU6-1115P,U6
TBX3,Tbx3
WASHC4,Washc4
CX3CR1,Cx3cr1
GORASP1,Gorasp1
IGFLR1,Igflr1
TTC21A,Ttc21a
COQ7,Coq7
PRAMEF20,Pramel46
PRAMEF10,Pramel46
PRAMEF12,Pramel46
PRAMEF26,Pramel46
PRAMEF18,Pramel46
PRAMEF14,Pramel46
PRAMEF9,Pramel46
PRAMEF1,Pramel46
PRAMEF4,Pramel46
PRAMEF33,Pramel46
PRAMEF17,Pramel46
PRAMEF15,Pramel46
PRAMEF25,Pramel46
PRAMEF6,Pramel46
PRAMEF13,Pramel46
PRAMEF2,Pramel46
PRAMEF27,Pramel46
PRAMEF5,Pramel46
PRAMEF11,Pramel46
PRAMEF8,Pramel46
PRAMEF19,Pramel46
PRAMEF7,Pramel46
PEG10,Peg10
KLF3,Klf3
ZNF281,Zfp281
PPP1R9A,Ppp1r9a
RNU6-1147P,Gm24086
APPL2,Appl2
NR5A2,Nr5a2
ABCC6,Abcc6
KCNK3,Kcnk3
PRAMEF20,Pramel47
PRAMEF10,Pramel47
PRAMEF12,Pramel47
PRAMEF26,Pramel47
PRAMEF18,Pramel47
PRAMEF14,Pramel47
PRAMEF9,Pramel47
PRAMEF1,Pramel47
PRAMEF4,Pramel47
PRAMEF33,Pramel47
PRAMEF17,Pramel47
PRAMEF15,Pramel47
PRAMEF25,Pramel47
PRAMEF6,Pramel47
PRAMEF13,Pramel47
PRAMEF2,Pramel47
PRAMEF27,Pramel47
PRAMEF5,Pramel47
PRAMEF11,Pramel47
PRAMEF8,Pramel47
PRAMEF19,Pramel47
PRAMEF7,Pramel47
PIGW,Pigw
TLR1,Tlr1
CYB561,Cyb561
TLR6,Tlr6
TBX5,Tbx5
CSRNP1,Csrnp1
MAP4K4,Map4k4
TACC2,Tacc2
PON1,Pon1
SLC35F6,Slc35f6
XIRP1,Xirp1
EYA4,Eya4
MDN1,Mdn1
CCR8,Ccr8
FAM114A2,Fam114a2
PON3,Pon3
SLC25A38,Slc25a38
GABPB1,Gabpb1
PRAMEF20,Pramel48
PRAMEF10,Pramel48
PRAMEF12,Pramel48
PRAMEF26,Pramel48
PRAMEF18,Pramel48
PRAMEF14,Pramel48
PRAMEF9,Pramel48
PRAMEF1,Pramel48
PRAMEF4,Pramel48
PRAMEF33,Pramel48
PRAMEF17,Pramel48
PRAMEF15,Pramel48
PRAMEF25,Pramel48
PRAMEF6,Pramel48
PRAMEF13,Pramel48
PRAMEF2,Pramel48
PRAMEF27,Pramel48
PRAMEF5,Pramel48
PRAMEF11,Pramel48
PRAMEF8,Pramel48
PRAMEF19,Pramel48
PRAMEF7,Pramel48
PON2,Pon2
FAM114A1,Fam114a1
RPSA,Rpsa
RPSAP58,Rpsa
ASB4,Asb4
PRAMEF20,Gm3286
PRAMEF10,Gm3286
PRAMEF12,Gm3286
PRAMEF26,Gm3286
PRAMEF18,Gm3286
PRAMEF14,Gm3286
PRAMEF9,Gm3286
PRAMEF1,Gm3286
PRAMEF4,Gm3286
PRAMEF33,Gm3286
PRAMEF17,Gm3286
PRAMEF15,Gm3286
PRAMEF25,Gm3286
PRAMEF6,Gm3286
PRAMEF13,Gm3286
PRAMEF2,Gm3286
PRAMEF27,Gm3286
PRAMEF5,Gm3286
PRAMEF11,Gm3286
PRAMEF8,Gm3286
PRAMEF19,Gm3286
PRAMEF7,Gm3286
PDK4,Pdk4
PRAMEF20,Pramel49
PRAMEF10,Pramel49
PRAMEF12,Pramel49
PRAMEF26,Pramel49
PRAMEF18,Pramel49
PRAMEF14,Pramel49
PRAMEF9,Pramel49
PRAMEF1,Pramel49
PRAMEF4,Pramel49
PRAMEF33,Pramel49
PRAMEF17,Pramel49
PRAMEF15,Pramel49
PRAMEF25,Pramel49
PRAMEF6,Pramel49
PRAMEF13,Pramel49
PRAMEF2,Pramel49
PRAMEF27,Pramel49
PRAMEF5,Pramel49
PRAMEF11,Pramel49
PRAMEF8,Pramel49
PRAMEF19,Pramel49
PRAMEF7,Pramel49
PRAMEF20,Pramel50
PRAMEF10,Pramel50
PRAMEF12,Pramel50
PRAMEF26,Pramel50
PRAMEF18,Pramel50
PRAMEF14,Pramel50
PRAMEF9,Pramel50
PRAMEF1,Pramel50
PRAMEF4,Pramel50
PRAMEF33,Pramel50
PRAMEF17,Pramel50
PRAMEF15,Pramel50
PRAMEF25,Pramel50
PRAMEF6,Pramel50
PRAMEF13,Pramel50
PRAMEF2,Pramel50
PRAMEF27,Pramel50
PRAMEF5,Pramel50
PRAMEF11,Pramel50
PRAMEF8,Pramel50
PRAMEF19,Pramel50
PRAMEF7,Pramel50
RNU6-1247P,Gm24655
TMEM156,Tmem156
DYNC1I1,Dync1i1
SNORA6,Gm24044
SNORA73B,Gm26448
SNORA73A,Gm26448
C6orf58,2310057J18Rik
MFAP3,Mfap3
PRAMEF20,Gm7982
PRAMEF10,Gm7982
PRAMEF12,Gm7982
PRAMEF26,Gm7982
PRAMEF18,Gm7982
PRAMEF14,Gm7982
PRAMEF9,Gm7982
PRAMEF1,Gm7982
PRAMEF4,Gm7982
PRAMEF33,Gm7982
PRAMEF17,Gm7982
PRAMEF15,Gm7982
PRAMEF25,Gm7982
PRAMEF6,Gm7982
PRAMEF13,Gm7982
PRAMEF2,Gm7982
PRAMEF27,Gm7982
PRAMEF5,Gm7982
PRAMEF11,Gm7982
PRAMEF8,Gm7982
PRAMEF19,Gm7982
PRAMEF7,Gm7982
,Zfp280d
ZNF280D,Zfp280d
PRAMEF20,E330014E10Rik
PRAMEF10,E330014E10Rik
PRAMEF12,E330014E10Rik
PRAMEF26,E330014E10Rik
PRAMEF18,E330014E10Rik
PRAMEF14,E330014E10Rik
PRAMEF9,E330014E10Rik
PRAMEF1,E330014E10Rik
PRAMEF4,E330014E10Rik
PRAMEF33,E330014E10Rik
PRAMEF17,E330014E10Rik
PRAMEF15,E330014E10Rik
PRAMEF25,E330014E10Rik
PRAMEF6,E330014E10Rik
PRAMEF13,E330014E10Rik
PRAMEF2,E330014E10Rik
PRAMEF27,E330014E10Rik
PRAMEF5,E330014E10Rik
PRAMEF11,E330014E10Rik
PRAMEF8,E330014E10Rik
PRAMEF19,E330014E10Rik
PRAMEF7,E330014E10Rik
MYO19,Myo19
CXCL13,Cxcl13
ZNF483,Zkscan16
KLHL5,Klhl5
PTGR1,Ptgr1
SEC63,Sec63
LYRM2,Lyrm2
CENPA,Cenpa
TMC7,Tmc7
ZNHIT3,Znhit3
SGK2,Sgk2
DNAJC25-GNG10,Gm20503
GNG10,Gng10
SCML4,Scml4
GALNT10,Galnt10
SHOC1,Shoc1
RBM19,Rbm19
UGCG,Ugcg
IFT52,Ift52
RNU6-1128P,Gm24582
RNU6-388P,Gm24582
RNU6-389P,Gm24582
RNU6-212P,Gm24582
BTBD16,Btbd16
SAP30L,Sap30l
SUSD1,Susd1
CA4,Car4
GRIP1,Grip1
FUBP3,Fubp3
SEM1,Sem1
TMEM68,Tmem68
LHX5,Lhx5
RNU1-29P,U1
RNU1-139P,U1
SDHAF3,Sdhaf3
DPYSL5,Dpysl5
HAND1,Hand1
NOMO1,Nomo1
NOMO2,Nomo1
NOMO3,Nomo1
TAC1,Tac1
RN7SKP276,7SK
ACE,Ace
TGS1,Tgs1
ASNS,Asns
MOBP,Mobp
CNOT6L,Cnot6l
ANKRD6,Ankrd6
PRDM12,Prdm12
MYBL2,Mybl2
C1GALT1,C1galt1
GTSF1L,Gtsf1l
MIR181A1,Mir181a-1
MIOS,Mios
MIR181B1,Mir181b-1
CCDC141,Ccdc141
RELCH,Relch
RPA3,Rpa3
MYRIP,Myrip
C2CD3,C2cd3
,Ace3
UMAD1,Umad1
LARP1,Larp1
SDSL,Sdsl
UMAD1,Gm45062
SNORA65,Gm26075
USP6,Usp32
USP32,Usp32
GLCCI1,Glcci1
MAPRE3,Mapre3
MNS1,Mns1
TOX2,Tox2
EXOSC2,Exosc2
,
,
,
,
,
ICA1,Ica1
LYN,Lyn
SDS,Sds
FAXDC2,Gm12248
EIF1B,Eif1b
ENTPD3,Entpd3
JPH2,Jph2
KCNH6,Kcnh6
OSER1,Oser1
RPL14,Rpl14
MRPL1,Mrpl1
USP8,Usp8
KCNJ11,Kcnj11
RNU6-984P,Gm23506
EIF5A,Eif5a
EIF5AL1,Eif5a
RN7SKP126,7SK
RRAGD,Rragd
CTNNB1,Ctnnb1
PLBD2,Plbd2
KMT2B,Kmt2b
IL1R2,Il1r2
NXPH1,Nxph1
SNORD54,Gm24016
MOS,Mos
PLAG1,Plag1
TIA1,Tia1
TNFRSF11A,Tnfrsf11a
WDR19,Wdr19
UBE2J1,Ube2j1
SESTD1,Sestd1
RNU6-304P,Gm26214
XKR4,Xkr4
RP1,Rp1
GABRR2,Gabrr2
CD82,Cd82
IL1R1,Il1r1
UCP3,Ucp3
CHCHD7,Chchd7
ZBTB32,Zbtb32
SOX17,Sox17
PLEKHA1,Plekha1
TEX9,Tex9
CNOT8,Cnot8
ZCCHC2,Zcchc2
,Dcaf7
DCAF7,Dcaf7
GABRR1,Gabrr1
C17orf64,1700125H20Rik
FRAS1,Fras1
PM20D2,Pm20d2
UPK1A,Upk1a
TACO1,Taco1
EIF4ENIF1,Eif4enif1
SDR16C5,Sdr16c5
COX6B1,Cox6b1
IL1RL2,Il1rl2
SRSF12,Srsf12
GDAP1L1,Gdap1l1
PNRC1,Pnrc1
ETV2,Etv2
C2orf42,C87436
HTRA1,Htra1
PTBP3,Ptbp3
PHLPP1,Phlpp1
FITM2,Fitm2
USP50,Usp50
UCP2,Ucp2
ANXA3,Anxa3
BCL2,Bcl2
MRPL15,Mrpl15
R3HDML,R3hdml
ALX4,Alx4
ABL1,Abl1
RFX7,Rfx7
PCBP1,Pcbp1
ABCC8,Abcc8
KDSR,Kdsr
SLC8B1,Slc8b1
IL1RL1,Il1rl1
ASPRV1,Asprv1
MXD1,Mxd1
ULK4,Ulk4
QRFP,Qrfp
ZNF385B,Zfp385b
APPBP2,Appbp2
GMCL1,Gmcl1
GMCL2,Gmcl1
RBM42,Rbm42
VPS4B,Vps4b
MAP3K3,Map3k3
BMP2K,Bmp2k
HELB,Helb
PENK,Penk
ZNF551,Zfp551
BPNT2,Bpnt2
FIBCD1,Fibcd1
ANXA4,Anxa4
YBX2,Ybx2
IRAK3,Irak3
RNGTT,Rngtt
DNAJB13,Dnajb13
SERPINB5,Serpinb5
HNF4A,Hnf4a
PAQR3,Paqr3
IL18R1,Il18r1
COA4,Coa4
LIMD2,Limd2
ZNF606,Zfp606
TPCN1,Tpcn1
FAM110B,Fam110b
PPM1D,Ppm1d
TMBIM4,Tmbim4
,Tmbim4
NEDD4,Nedd4
CACNA1B,Cacna1b
TMC5,Tmc5
PATZ1,Patz1
CNR1,Cnr1
SERPINB12,Serpinb12
LLPH,Llph
HSDL2,Hsdl2
PTPRC,Ptprc
AUP1,Aup1
SPACA1,Spaca1
TDG,Tdg
GK2,Gk2
IQCD,Iqcd
STRADA,Strada
KIAA1958,E130308A19Rik
ANTXR2,Antxr2
CYP7A1,Cyp7a1
PRTG,Prtg
INIP,Inip
FAM71F1,Fam71f1
SLC2A4,Slc2a4
SNX30,Snx30
RITA1,Rita1
GLT8D2,Glt8d2
CALU,Calu
C19orf18,2900092C05Rik
SLC46A2,Slc46a2
PRDM8,Prdm8
PYGO1,Pygo1
Y_RNA,Y_RNA
DNAAF4,Dnaaf4
GDE1,Gde1
FGF5,Fgf5
,Cldn7
CLDN7,Cldn7
CFAP299,Cfap299
AKIRIN2,Akirin2
BMP3,Bmp3
DNAAF4,Gm44503
MRPL48,Mrpl48
DDX54,Ddx54
C15orf65,Ccpg1os
GEMIN5,Gemin5
TRAK1,Trak1
OPN1SW,Opn1sw
SDCBP,Sdcbp
FLNC,Flnc
HAUS5,Haus5
CFAP73,Cfap73
RFC1,Rfc1
SERPINB13,Serpinb13
IL18RAP,Il18rap
CCDC47,Ccdc47
PMIS2,Pmis2
DMBT1,Dmbt1
SERPINB4,Serpinb3a
SERPINB3,Serpinb3a
TTPAL,Ttpal
RNU5E-4P,Gm24871
RNU5E-1,Gm24871
CCK,Cck
ALYREF,Alyref2
SLC9A4,Slc9a4
EXT2,Ext2
MRPL22,Mrpl22
LYZL4,Lyzl4
ORC3,Orc3
PIK3IP1,Pik3ip1
SERPINB4,Serpinb3d
SERPINB3,Serpinb3d
ATP6V1G3,Atp6v1g3
CCDC136,Ccdc136
LYPLA1,Lypla1
CCPG1,Ccpg1
C10orf120,4933402N03Rik
IRGM,Igtp
LAMC3,Lamc3
IRGM,Irgm2
CCP110,Ccp110
DDX42,Ddx42
ZNF692,Zfp692
MIR628,MIR628
VIPR1,Vipr1
SERINC3,Serinc3
RAB6A,Rab6a
ELP5,Elp5
NSMAF,Nsmaf
KLB,Klb
VHLL,Vhl
VHL,Vhl
SEC22C,Sec22c
IRAK2,Irak2
SERPINB4,Serpinb3b
SERPINB3,Serpinb3b
PRKG2,Prkg2
SLC9A2,Slc9a2
AIF1L,Aif1l
PIGB,Pigb
FTSJ3,Ftsj3
PKIG,Pkig
ITLN1,Itln1
RASAL1,Rasal1
SS18L2,Ss18l2
ZNF672,Zfp672
PIGBOS1,Pigbos1
ZSCAN18,Zscan18
RAB27A,Rab27a
RARS2,Rars2
ADA,Ada
CTDNEP1,Ctdnep1
SERPINB4,Serpinb3c
SERPINB3,Serpinb3c
,Cuzd1
CUZD1,Cuzd1
,Tatdn2
TATDN2,Tatdn2
DTX1,Dtx1
MFSD9,Mfsd9
KHDC3L,Khdc3
ZNF329,Zfp329
TRPM7,Trpm7
NEK7,Nek7
ATP4A,Atp4a
SH3BP5L,Sh3bp5l
KHDC3L,Gm20509
GHRL,Ghrl
PSMC5,Psmc5
CA8,Car8
SERPINB11,Serpinb11
NKTR,Nktr
SEC13,Sec13
RAB2A,Rab2a
GABARAP,Gabarap
TMEM182,Tmem182
SLC35A1,Slc35a1
ATP2B2,Atp2b2
LYPD8,Lypd8
,Lypd8
TCEA1,Tcea1
OAS2,Oas2
RN7SKP31,7SK
CHD7,Chd7
ZNF274,Zfp110
LIAS,Lias
CD244,Cd244a
OR2T29,Olfr331
OR2T4,Olfr331
OR2T5,Olfr331
OR2T29,Olfr330
OR2T4,Olfr330
OR2T5,Olfr330
ZNF8,Zfp128
PHF23,Phf23
ZSCAN22,Zscan22
OAS3,Oas3
C10orf88,2310057M21Rik
SERPINB7,Serpinb7
ZBTB47,Zfp651
CFAP206,Cfap206
,Cfap206
KLHL40,Klhl40
FN1,Fn1
TMEM147,Tmem147
UGDH,Ugdh
OR2T29,Olfr329
OR2T4,Olfr329
OR2T5,Olfr329
UNC13C,Unc13c
SMARCD2,Smarcd2
C6orf163,Gm136
ACCS,Accs
OAS1,Oas1e
CLVS1,Clvs1
RPS5,Rps5
HHATL,Hhatl
RASGEF1B,Rasgef1b
SMIM8,Smim8
OR2T29,Olfr328
OR2T4,Olfr328
OR2T5,Olfr328
PSTK,Pstk
CSH1,Gh
,Gh
GH2,Gh
CSH2,Gh
GH1,Gh
CSHL1,Gh
HOXA13,Hoxa13
WDR72,Wdr72
LRGUK,Lrguk
ZNF292,Zfp292
LIMK2,Limk2
RNF225,Rnf225
RNU6-24P,Gm26325
GAPDHS,Gapdhs
CCN5,Ccn5
RNU4-11P,Gm24141
RNU4-40P,Gm24141
CGA,Cga
KCNK15,Kcnk15
CCDC13,Ccdc13
,Ccdc13
ZNF324,Zfp324
ZNF324B,Zfp324
RIMS4,Rims4
ACCSL,Accsl
SLC35B4,Slc35b4
MOB3B,Mob3b
IKZF5,Ikzf5
IFNK,Ifnk
SMIM14,Smim14
C9orf72,C9orf72
ONECUT1,Onecut1
NUP214,Nup214
HIGD1A,Higd1a
SBSN,Sbsn
OAS1,Oas1c
AKR1B1,Akr1b3
ACADSB,Acadsb
,
LINGO2,Lingo2
OAS1,Oas1b
ACKR2,Ackr2
CYP8B1,Cyp8b1
MIR876,Mir876
MIR873,Mir873b
IL23R,Il23r
RNU1-83P,Gm25581
RNU1-74P,Gm25581
HMX3,Hmx3
OAS1,Oas1f
FAM214A,Fam214a
HMX2,Hmx2
TACSTD2,Tacstd2
IGKV2-30,Igkv2-137
IGKV2D-30,Igkv2-137
CD79B,Cd79b
POU2F2,Pou2f2
RNU6-603P,U6
ACO1,Aco1
OAS1,Oas1h
SCN4A,Scn4a
OAS1,Oas1g
YWHAB,Ywhab
UBE2K,Ube2k
BCAS3,Bcas3
DDX58,Ddx58
,Ddx58
GASK1A,Gask1a
C11orf96,Gm13889
SPPL2A,Sppl2a
OAS1,Oas1a
POMGNT2,Pomgnt2
OAS1,Oas1d
PABPC1L,Pabpc1l
PDS5A,Pds5a
CWC22,Cwc22
SNRK,Snrk
TOPORS,Topors
SMIM27,Smim27
NDUFB6,Ndufb6
,Gm23338
,Gm23338
,Gm23338
ASPH,Asph
MYO5A,Myo5a
RPH3A,Rph3a
RNF185,Rnf185
HNRNPD,Hnrnpd
FAM78A,Fam78a
DVL2,Dvl2
RN7SKP40,7SK
PLPP7,Plpp7
TOMM34,Tomm34
UBE2E3,Ube2e3
ANO10,Ano10
N4BP2,N4bp2
STK4,Stk4
RGS20,Rgs20
KCNS1,Kcns1
DEDD2,Dedd2
ALKBH3,Alkbh3
PRR29,Prr29
SNORA73,SNORA73
ZNF526,Zfp526
RHOH,Rhoh
POU3F3,Pou3f3
BUB3,Bub3
CHRNA9,Chrna9
PLA2G3,Pla2g3
LHX9,Lhx9
HNRNPDL,Hnrnpdl
TBX2,Tbx2
GPR26,Gpr26
WFDC5,Wfdc5
USH1C,Ush1c
ICAM2,Icam2
WFDC12,Wfdc12
ABHD5,Abhd5
AP4E1,Ap4e1
PTPN11,Ptpn11
MREG,Mreg
TBX4,Tbx4
RNU2-64P,Gm25360
U2,Gm25360
U2,Gm23472
U2,Gm23472
U2,Gm23472
RNU2-1,Gm23472
U2,Gm23472
U2,Gm23472
RNU2-4P,Gm23472
U2,Gm23472
U2,Gm23472
U2,Gm23472
U2,Gm23472
U2,Gm23472
U2,Gm23472
C1orf53,2310009B15Rik
RNU2-64P,Gm24497
U2,Gm24497
SERPINB8,Serpinb8
MYO5C,Myo5c
INPP5J,Inpp5j
U2,Gm25939
U2,Gm25939
U2,Gm25939
RNU2-1,Gm25939
U2,Gm25939
U2,Gm25939
RNU2-4P,Gm25939
U2,Gm25939
U2,Gm25939
U2,Gm25939
U2,Gm25939
U2,Gm25939
U2,Gm25939
MRPS9,Mrps9
LY9,Ly9
SLC5A6,Slc5a6
ERN1,Ern1
SEMG2,Semg1
SEMG1,Semg1
HSD17B12,Hsd17b12
TOPAZ1,Topaz1
GNB5,Gnb5
SNORD104,Snord104
,
SNORA50C,Gm22711
BRIP1,Brip1
TMEM215,Tmem215
SEMG2,Svs3b
SEMG1,Svs3b
PECR,Pecr
APTX,Aptx
MIR129-2,Mir129b
SEMG2,Svs3a
SEMG1,Svs3a
ITGA4,Itga4
SELENOM,Selenom
GPR45,Gpr45
TMEM169,Tmem169
ACADVL,Acadvl
XRCC5,Xrcc5
GDF6,Gdf6
ENOPH1,Enoph1
MARCHF4,Marchf4
MAPK6,Mapk6
ATP6V1H,Atp6v1h
CFAP418,Cfap418
,
RPL6,Rpl6
CPXM2,Cpxm2
LEO1,Leo1
SNORA80D,Gm26205
TMEM150C,Tmem150c
VPS35L,Vps35l
TMOD3,Tmod3
BLVRA,Blvra
PLEKHF2,Plekhf2
ATRAID,Atraid
TEX2,Tex2
TGFBRAP1,Tgfbrap1
KIF15,Kif15
NDUFAF6,Ndufaf6
SLPI,Slpi
CERKL,Cerkl
SMU1,Smu1
INTS2,Ints2
C2orf49,AI597479
RBM47,Rbm47
SLAMF7,Slamf7
TP53INP1,Trp53inp1
NEUROD1,Neurod1
NCAPH,Ncaph
